trabajo;est.civ;educacion;mora;vivienda;prestamo;contacto;mes;presultado;suscrito
Ejecutivo;Divorciado;Superior;no;no;no;desconocido;Mayo;desconocido;no
Obrero;Soltero;secundaria;no;si;no;celular;Setiembre;éxito;si
Estudiante;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Tecnico;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
Obrero;Soltero;secundaria;no;si;no;celular;Mayo;fracaso;no
empresario;Casado;secundaria;no;si;no;celular;Julio;desconocido;si
Obrero;Casado;primaria;no;no;si;celular;Julio;desconocido;no
Ejecutivo;Casado;Superior;no;si;si;celular;Julio;desconocido;no
Servis;Casado;secundaria;no;si;no;celular;Mayo;fracaso;no
Obrero;Casado;secundaria;no;no;no;desconocido;Junio;desconocido;no
Obrero;Casado;primaria;no;no;no;teléfono;Julio;desconocido;no
admin.;Soltero;secundaria;no;si;no;celular;Enero;éxito;no
Obrero;Casado;primaria;no;si;si;desconocido;Mayo;desconocido;no
Tecnico;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Noviembre;desconocido;no
admin.;Soltero;secundaria;no;si;si;celular;Mayo;desconocido;no
admin.;Soltero;desconocido;no;si;no;celular;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;no;si;celular;Julio;desconocido;no
empresario;Soltero;primaria;no;si;no;desconocido;Mayo;desconocido;si
Ejecutivo;Divorciado;Superior;no;si;no;celular;Febrero;fracaso;no
admin.;Casado;secundaria;no;si;si;desconocido;Mayo;desconocido;no
Tecnico;Casado;secundaria;no;no;si;celular;Febrero;desconocido;no
admin.;Divorciado;secundaria;no;no;si;celular;Julio;desconocido;no
Servis;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Tecnico;Soltero;Superior;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;si;si;desconocido;Mayo;desconocido;si
Tecnico;Soltero;Superior;no;no;no;celular;Noviembre;desconocido;no
Servis;Casado;secundaria;no;no;no;desconocido;Mayo;desconocido;no
admin.;Divorciado;secundaria;no;no;no;celular;abril;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
admin.;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
Retirado;Casado;secundaria;no;no;no;celular;Julio;desconocido;no
empresario;Casado;Superior;no;no;no;desconocido;Junio;desconocido;no
Ejecutivo;Divorciado;Superior;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Junio;fracaso;si
Estudiante;Soltero;secundaria;no;no;no;celular;Octubre;fracaso;si
Tecnico;Divorciado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Soltero;desconocido;no;si;no;celular;abril;otro;no
admin.;Casado;secundaria;no;no;no;desconocido;Mayo;desconocido;no
Independientes;Casado;Superior;no;no;no;desconocido;Junio;desconocido;no
Obrero;Casado;primaria;no;si;no;celular;Julio;desconocido;no
Tecnico;Casado;secundaria;no;si;no;celular;Enero;desconocido;si
Obrero;Casado;secundaria;no;si;si;celular;Mayo;fracaso;si
Ejecutivo;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
admin.;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Divorciado;secundaria;no;si;si;desconocido;Mayo;desconocido;no
Ejecutivo;Soltero;Superior;no;si;no;celular;Julio;desconocido;no
Independientes;Soltero;Superior;no;no;no;celular;Febrero;desconocido;no
empresario;Casado;Superior;no;si;no;celular;Julio;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Agosto;desconocido;no
Tecnico;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Servis;Divorciado;secundaria;no;si;si;desconocido;Mayo;desconocido;no
Obrero;Soltero;secundaria;no;no;si;celular;Noviembre;desconocido;no
Independientes;Soltero;Superior;no;no;no;celular;Noviembre;desconocido;no
Tecnico;Casado;secundaria;no;si;no;celular;Noviembre;desconocido;no
Servis;Casado;secundaria;no;si;no;celular;Mayo;desconocido;si
Tecnico;Casado;secundaria;no;si;no;celular;Noviembre;desconocido;no
Ejecutivo;Soltero;Superior;no;no;si;celular;Noviembre;fracaso;no
admin.;Divorciado;secundaria;si;si;no;desconocido;Mayo;desconocido;no
Servis;Casado;secundaria;no;si;si;celular;Mayo;desconocido;no
Independientes;Casado;Superior;no;si;no;celular;Febrero;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Noviembre;desconocido;no
Tecnico;Casado;secundaria;no;si;no;celular;Julio;desconocido;no
Obrero;Casado;primaria;no;si;no;desconocido;Junio;desconocido;no
admin.;Soltero;secundaria;no;no;si;celular;Noviembre;fracaso;no
Servis;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Emple_hogar;Soltero;Superior;no;si;si;celular;Julio;desconocido;no
Tecnico;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
admin.;Soltero;secundaria;no;si;si;celular;Febrero;desconocido;no
Tecnico;Casado;secundaria;no;si;si;desconocido;Mayo;desconocido;no
Servis;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Desempleado;Divorciado;Superior;no;no;no;celular;Noviembre;fracaso;no
Ejecutivo;Casado;Superior;no;si;no;celular;Febrero;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Febrero;éxito;si
Obrero;Casado;primaria;no;no;no;celular;Agosto;desconocido;no
Emple_hogar;Soltero;secundaria;no;no;no;celular;Febrero;desconocido;no
Desempleado;Casado;Superior;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Soltero;Superior;no;si;no;celular;Mayo;fracaso;no
Ejecutivo;Soltero;secundaria;no;no;no;celular;Junio;desconocido;no
Obrero;Casado;secundaria;no;no;no;desconocido;Mayo;desconocido;no
Retirado;Casado;primaria;no;no;no;celular;Marzo;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Mayo;desconocido;si
Servis;Divorciado;secundaria;no;no;no;celular;Febrero;desconocido;no
Tecnico;Soltero;secundaria;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Julio;desconocido;no
Retirado;Casado;secundaria;no;si;no;celular;Mayo;fracaso;no
Ejecutivo;Casado;Superior;no;no;no;celular;Julio;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;desconocido;Mayo;desconocido;no
admin.;Casado;secundaria;no;no;no;celular;Setiembre;éxito;no
Obrero;Soltero;primaria;no;no;no;desconocido;Junio;desconocido;no
Ejecutivo;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Servis;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Retirado;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Soltero;Superior;no;si;no;celular;Mayo;fracaso;no
Tecnico;Divorciado;Superior;no;si;si;desconocido;Mayo;desconocido;no
Obrero;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
admin.;Soltero;secundaria;no;si;no;celular;Mayo;desconocido;si
Ejecutivo;Casado;Superior;no;si;no;celular;Mayo;desconocido;no
Obrero;Casado;primaria;no;si;si;teléfono;Julio;desconocido;no
Tecnico;Casado;secundaria;no;no;no;celular;Junio;otro;no
Tecnico;Soltero;secundaria;no;no;no;celular;Agosto;desconocido;no
Tecnico;Casado;secundaria;no;si;no;celular;abril;desconocido;no
Ejecutivo;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Retirado;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Obrero;Soltero;primaria;no;si;no;desconocido;Mayo;desconocido;no
empresario;Casado;Superior;no;si;no;celular;Julio;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Servis;Casado;secundaria;no;si;no;celular;abril;desconocido;no
Tecnico;Soltero;secundaria;no;no;no;celular;Agosto;desconocido;no
Desempleado;Casado;Superior;no;no;no;desconocido;Mayo;desconocido;no
Tecnico;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Estudiante;Soltero;secundaria;no;no;no;desconocido;Agosto;desconocido;no
empresario;Casado;Superior;no;si;no;celular;Febrero;desconocido;no
admin.;Casado;secundaria;no;no;no;desconocido;Junio;desconocido;no
Tecnico;Soltero;Superior;no;no;no;celular;Agosto;desconocido;no
empresario;Casado;secundaria;no;si;si;celular;Mayo;fracaso;no
Tecnico;Casado;secundaria;no;no;si;celular;Febrero;otro;no
Servis;Casado;secundaria;no;no;si;desconocido;Julio;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Julio;desconocido;si
Tecnico;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
empresario;Casado;Superior;no;si;no;desconocido;Mayo;desconocido;no
Independientes;Casado;Superior;no;si;no;desconocido;Junio;desconocido;no
Tecnico;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Servis;Divorciado;secundaria;no;no;si;celular;Julio;desconocido;no
Tecnico;Soltero;secundaria;no;si;no;celular;Mayo;fracaso;no
admin.;Casado;desconocido;no;no;no;desconocido;Junio;desconocido;no
Ejecutivo;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Servis;Divorciado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Casado;Superior;no;si;no;celular;Enero;fracaso;no
Ejecutivo;Divorciado;Superior;no;no;no;desconocido;Junio;desconocido;no
Ejecutivo;Divorciado;Superior;no;si;no;desconocido;Junio;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Noviembre;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;desconocido;Mayo;desconocido;no
admin.;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Emple_hogar;Divorciado;Superior;no;si;no;celular;Agosto;desconocido;no
Obrero;Divorciado;primaria;no;no;no;celular;Julio;desconocido;no
Independientes;Soltero;Superior;no;si;no;desconocido;Junio;desconocido;no
empresario;Casado;Superior;no;si;no;celular;Noviembre;desconocido;no
Retirado;Soltero;primaria;no;no;no;celular;Julio;desconocido;no
admin.;Casado;secundaria;no;si;no;celular;abril;fracaso;no
Ejecutivo;Casado;secundaria;no;no;no;celular;Julio;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;desconocido;Mayo;desconocido;no
Servis;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;si
Obrero;Casado;primaria;no;no;no;celular;Julio;desconocido;no
Independientes;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Obrero;Casado;secundaria;no;si;si;desconocido;Mayo;desconocido;no
admin.;Soltero;secundaria;no;si;no;celular;Mayo;otro;no
Servis;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
admin.;Casado;secundaria;no;si;si;desconocido;Mayo;desconocido;no
Obrero;Soltero;secundaria;no;si;no;celular;Julio;desconocido;no
Obrero;Divorciado;secundaria;no;si;no;celular;Mayo;desconocido;no
Tecnico;Soltero;secundaria;no;si;no;celular;Julio;desconocido;no
Tecnico;Soltero;Superior;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;abril;otro;si
Servis;Casado;secundaria;no;no;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
admin.;Soltero;Superior;no;si;no;celular;Mayo;fracaso;no
Ejecutivo;Casado;Superior;no;si;no;celular;Julio;desconocido;no
Servis;Casado;Superior;no;si;no;desconocido;Mayo;desconocido;no
Desempleado;Casado;secundaria;no;no;no;celular;Enero;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Agosto;desconocido;no
admin.;Casado;secundaria;no;no;no;celular;Octubre;desconocido;no
Ejecutivo;Casado;secundaria;no;no;no;celular;Febrero;desconocido;no
Obrero;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Enero;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;desconocido;Junio;desconocido;no
Servis;Soltero;secundaria;no;si;si;celular;Enero;fracaso;no
empresario;Casado;Superior;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Soltero;Superior;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Agosto;desconocido;no
Tecnico;Soltero;secundaria;no;si;si;desconocido;Junio;desconocido;no
Tecnico;Casado;secundaria;no;si;no;celular;Agosto;desconocido;no
desconocido;Casado;desconocido;no;no;no;desconocido;Junio;desconocido;no
admin.;Casado;secundaria;no;no;no;desconocido;Setiembre;desconocido;no
Ejecutivo;Casado;secundaria;no;si;no;celular;Julio;desconocido;no
Ejecutivo;Soltero;secundaria;no;no;no;celular;Agosto;desconocido;no
Servis;Casado;secundaria;no;si;si;celular;Julio;desconocido;no
Servis;Casado;secundaria;no;si;si;desconocido;Mayo;desconocido;no
Estudiante;Soltero;secundaria;no;no;no;celular;Febrero;desconocido;no
Obrero;Casado;primaria;no;si;no;celular;Julio;desconocido;no
Servis;Soltero;secundaria;no;si;no;celular;Febrero;fracaso;no
Obrero;Casado;primaria;no;no;no;celular;Enero;desconocido;no
Servis;Divorciado;secundaria;no;si;no;desconocido;Junio;desconocido;no
Ejecutivo;Casado;secundaria;no;si;no;celular;Julio;desconocido;no
Ejecutivo;Divorciado;Superior;no;no;si;celular;Junio;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
admin.;Divorciado;secundaria;no;si;no;celular;Noviembre;otro;no
Servis;Soltero;secundaria;no;no;no;celular;Julio;desconocido;no
Ejecutivo;Soltero;desconocido;no;si;no;desconocido;Mayo;desconocido;no
Servis;Casado;secundaria;no;si;no;celular;abril;desconocido;no
empresario;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Soltero;secundaria;no;si;no;celular;Agosto;desconocido;si
Ejecutivo;Divorciado;Superior;no;si;no;desconocido;Mayo;desconocido;no
Servis;Soltero;secundaria;no;si;no;celular;Noviembre;éxito;si
Obrero;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
Obrero;Divorciado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Desempleado;Soltero;secundaria;no;no;no;celular;Enero;desconocido;si
Servis;Casado;secundaria;no;si;no;desconocido;Junio;desconocido;si
Tecnico;Soltero;secundaria;no;no;no;celular;Agosto;desconocido;no
Obrero;Casado;secundaria;no;si;no;teléfono;Julio;desconocido;no
Obrero;Divorciado;secundaria;no;si;no;celular;Mayo;fracaso;no
Tecnico;Soltero;secundaria;no;si;no;celular;Mayo;éxito;no
Desempleado;Casado;secundaria;no;no;no;celular;Julio;desconocido;no
Ejecutivo;Soltero;Superior;no;no;si;celular;Julio;desconocido;no
Estudiante;Soltero;secundaria;no;si;no;celular;Noviembre;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Mayo;desconocido;no
Servis;Casado;secundaria;no;si;si;celular;Julio;desconocido;no
Tecnico;Casado;Superior;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;primaria;no;si;no;teléfono;Julio;desconocido;no
admin.;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
Tecnico;Casado;Superior;no;no;si;desconocido;Junio;desconocido;no
Retirado;Soltero;secundaria;no;no;si;desconocido;Mayo;desconocido;no
Ejecutivo;Divorciado;Superior;no;no;si;celular;Julio;desconocido;no
Ejecutivo;Casado;Superior;no;si;si;desconocido;Mayo;desconocido;no
empresario;Casado;secundaria;no;si;no;celular;Noviembre;desconocido;no
desconocido;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Servis;Soltero;secundaria;no;si;no;celular;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Agosto;fracaso;no
Obrero;Soltero;primaria;no;si;no;desconocido;Mayo;desconocido;no
empresario;Casado;secundaria;si;no;si;celular;Julio;desconocido;no
Retirado;Casado;secundaria;no;no;no;celular;abril;desconocido;no
Independientes;Casado;secundaria;no;no;no;desconocido;Junio;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;teléfono;Mayo;desconocido;no
Ejecutivo;Casado;primaria;no;si;no;teléfono;Noviembre;desconocido;no
Tecnico;Casado;secundaria;no;si;no;teléfono;Febrero;desconocido;no
empresario;Casado;primaria;no;no;no;celular;Julio;desconocido;no
Tecnico;Casado;secundaria;no;si;si;celular;Julio;fracaso;no
Servis;Casado;secundaria;no;si;no;teléfono;Mayo;desconocido;no
Servis;Casado;primaria;no;no;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
admin.;Soltero;secundaria;no;no;no;celular;Mayo;desconocido;no
Emple_hogar;Soltero;Superior;no;si;no;celular;Noviembre;desconocido;no
Tecnico;Divorciado;secundaria;no;si;no;celular;Noviembre;desconocido;no
Emple_hogar;Casado;primaria;no;no;si;desconocido;Junio;desconocido;no
Servis;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
Tecnico;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Soltero;Superior;no;si;si;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Octubre;desconocido;no
Tecnico;Soltero;Superior;no;no;no;celular;Agosto;desconocido;no
Obrero;Soltero;secundaria;si;no;si;celular;Noviembre;desconocido;si
Independientes;Casado;Superior;no;no;no;celular;Noviembre;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Octubre;desconocido;si
Obrero;Casado;primaria;no;si;no;celular;Julio;desconocido;no
empresario;Soltero;secundaria;no;no;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Julio;desconocido;no
Desempleado;Casado;secundaria;no;si;si;celular;Febrero;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Agosto;desconocido;no
Tecnico;Soltero;Superior;no;no;no;celular;Agosto;desconocido;no
Servis;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Estudiante;Soltero;secundaria;no;no;no;celular;Noviembre;fracaso;no
Tecnico;Casado;secundaria;no;no;si;celular;Noviembre;fracaso;no
Desempleado;Casado;secundaria;no;no;no;celular;Julio;fracaso;si
Tecnico;Divorciado;Superior;no;no;no;celular;Agosto;desconocido;no
Retirado;Casado;primaria;no;no;no;celular;Octubre;fracaso;si
admin.;Soltero;secundaria;no;no;si;celular;Julio;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;abril;desconocido;no
Tecnico;Casado;secundaria;no;no;no;celular;Agosto;otro;si
admin.;Soltero;secundaria;no;si;no;celular;abril;desconocido;no
Ejecutivo;Casado;Superior;no;si;si;celular;abril;fracaso;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Divorciado;Superior;no;si;no;celular;Junio;desconocido;no
admin.;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Soltero;Superior;no;si;no;celular;abril;desconocido;no
Ejecutivo;Casado;secundaria;no;si;no;celular;Julio;fracaso;si
Emple_hogar;Casado;Superior;no;si;si;celular;Julio;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Mayo;fracaso;no
Obrero;Casado;primaria;no;no;no;celular;Enero;fracaso;no
Estudiante;Soltero;Superior;no;no;no;celular;Setiembre;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Diciembre;éxito;si
Obrero;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
admin.;Casado;secundaria;no;no;no;celular;Octubre;desconocido;no
Ejecutivo;Divorciado;Superior;no;si;no;celular;Julio;desconocido;no
Ejecutivo;Casado;Superior;no;si;si;celular;Julio;desconocido;no
Tecnico;Casado;Superior;no;no;no;celular;Octubre;desconocido;no
Desempleado;Casado;secundaria;no;no;no;desconocido;Junio;desconocido;no
Tecnico;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
Desempleado;Divorciado;secundaria;no;no;no;celular;Agosto;desconocido;no
admin.;Casado;secundaria;no;si;si;teléfono;Agosto;desconocido;no
Emple_hogar;Casado;primaria;no;no;no;teléfono;Febrero;desconocido;no
Obrero;Soltero;primaria;no;si;no;celular;Enero;fracaso;no
Servis;Soltero;secundaria;no;si;no;celular;Noviembre;desconocido;no
Servis;Casado;Superior;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Soltero;desconocido;no;no;no;desconocido;Junio;desconocido;no
Tecnico;Soltero;Superior;no;si;no;desconocido;Mayo;desconocido;si
Desempleado;Soltero;primaria;no;no;no;desconocido;Junio;desconocido;no
Independientes;Casado;secundaria;no;no;no;celular;Noviembre;desconocido;no
Servis;Soltero;secundaria;no;si;no;celular;abril;desconocido;no
admin.;Soltero;secundaria;no;si;no;desconocido;Junio;desconocido;no
Retirado;Casado;primaria;no;si;si;celular;Julio;desconocido;no
Tecnico;Casado;Superior;no;si;no;celular;Febrero;desconocido;no
Estudiante;Soltero;secundaria;no;no;no;celular;Noviembre;otro;si
admin.;Casado;secundaria;no;si;no;celular;Noviembre;desconocido;no
Tecnico;Casado;Superior;no;si;no;celular;Julio;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Noviembre;fracaso;no
admin.;Divorciado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Casado;secundaria;no;no;no;desconocido;Junio;desconocido;no
desconocido;Casado;primaria;no;no;no;celular;Octubre;desconocido;si
admin.;Divorciado;secundaria;no;no;no;celular;Julio;fracaso;no
Tecnico;Casado;secundaria;no;si;si;celular;Agosto;desconocido;no
admin.;Divorciado;secundaria;no;no;si;celular;Noviembre;desconocido;si
Ejecutivo;Casado;Superior;no;no;no;celular;Julio;desconocido;no
Emple_hogar;Casado;secundaria;no;no;no;celular;Setiembre;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Independientes;Soltero;Superior;no;no;no;celular;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Julio;desconocido;no
desconocido;Casado;desconocido;no;no;no;celular;Julio;fracaso;si
desconocido;Divorciado;Superior;no;no;no;celular;Agosto;desconocido;no
Tecnico;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Retirado;Casado;primaria;no;no;si;celular;Mayo;desconocido;no
admin.;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Retirado;Casado;primaria;no;no;no;celular;Noviembre;desconocido;no
Ejecutivo;Soltero;Superior;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Soltero;secundaria;no;no;no;celular;Agosto;desconocido;no
admin.;Divorciado;secundaria;no;no;si;celular;Julio;desconocido;no
Independientes;Soltero;Superior;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Soltero;Superior;no;si;no;celular;Enero;desconocido;no
Obrero;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;teléfono;Febrero;desconocido;si
Estudiante;Soltero;Superior;no;no;no;celular;Febrero;desconocido;no
Retirado;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
admin.;Casado;secundaria;no;no;no;celular;Enero;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Noviembre;desconocido;no
Obrero;Casado;secundaria;no;si;si;celular;Julio;desconocido;no
Ejecutivo;Divorciado;Superior;no;no;si;celular;Julio;desconocido;no
admin.;Casado;secundaria;si;si;no;celular;Julio;desconocido;no
Desempleado;Soltero;secundaria;no;si;no;celular;Julio;desconocido;no
Estudiante;Casado;desconocido;no;no;no;teléfono;Julio;desconocido;no
Obrero;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
Retirado;Divorciado;secundaria;si;no;si;desconocido;Junio;desconocido;no
Retirado;Casado;primaria;no;no;no;celular;abril;desconocido;no
Emple_hogar;Casado;primaria;no;no;si;desconocido;Junio;desconocido;si
Obrero;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Soltero;desconocido;no;si;no;desconocido;Junio;desconocido;no
admin.;Casado;secundaria;no;si;no;celular;Julio;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Agosto;desconocido;no
Obrero;Casado;desconocido;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Soltero;secundaria;no;no;no;celular;Agosto;desconocido;no
Tecnico;Soltero;Superior;si;no;no;celular;Agosto;desconocido;no
Ejecutivo;Divorciado;Superior;no;si;no;desconocido;Mayo;desconocido;no
Desempleado;Casado;secundaria;no;si;no;celular;Agosto;desconocido;no
Obrero;Divorciado;secundaria;no;no;no;celular;Mayo;desconocido;no
Ejecutivo;Divorciado;Superior;no;si;si;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;abril;fracaso;no
Obrero;Casado;desconocido;no;no;no;celular;Enero;otro;no
Ejecutivo;Soltero;Superior;no;si;no;celular;abril;desconocido;no
Servis;Soltero;secundaria;no;si;si;desconocido;Junio;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;desconocido;Noviembre;fracaso;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Agosto;desconocido;no
Retirado;Casado;desconocido;no;no;no;teléfono;Mayo;desconocido;no
Desempleado;Divorciado;secundaria;no;si;no;teléfono;Febrero;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
Emple_hogar;Casado;primaria;no;no;no;celular;Agosto;desconocido;no
Estudiante;Soltero;Superior;no;no;no;celular;Agosto;desconocido;no
empresario;Divorciado;primaria;no;no;no;celular;Enero;fracaso;no
Obrero;Casado;primaria;no;si;no;celular;Julio;desconocido;no
Ejecutivo;Casado;secundaria;no;si;no;desconocido;Junio;desconocido;no
Tecnico;Divorciado;secundaria;no;no;no;celular;Noviembre;éxito;si
Ejecutivo;Casado;Superior;no;si;no;celular;Noviembre;otro;si
Independientes;Casado;desconocido;no;si;no;celular;Mayo;desconocido;no
admin.;Soltero;secundaria;no;si;no;celular;Noviembre;desconocido;no
Ejecutivo;Casado;Superior;no;no;si;celular;Febrero;desconocido;no
admin.;Divorciado;primaria;no;no;si;celular;Julio;desconocido;no
Ejecutivo;Soltero;secundaria;no;si;si;desconocido;Mayo;desconocido;no
Servis;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;secundaria;no;si;no;celular;Julio;desconocido;no
Obrero;Casado;desconocido;no;si;no;celular;Mayo;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Julio;desconocido;no
Ejecutivo;Casado;Superior;no;no;si;desconocido;Junio;desconocido;no
Ejecutivo;Divorciado;secundaria;no;no;no;celular;Noviembre;desconocido;no
Servis;Casado;secundaria;no;si;no;desconocido;Junio;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Mayo;desconocido;si
Obrero;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
Desempleado;Casado;Superior;no;no;no;celular;Mayo;fracaso;no
admin.;Divorciado;secundaria;no;si;no;celular;Mayo;fracaso;si
Tecnico;Divorciado;secundaria;no;si;no;celular;Mayo;desconocido;no
Retirado;Casado;primaria;no;no;no;celular;abril;desconocido;no
Tecnico;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
